date,XLF,XLF.1,XLF.2,XLF.3,XLF.4,XLF.5,XLF.6,XLF.7,XLF.8,XLF.9,XLF.10,XLF.11,XLF.12,XLF.13,XLF.14,XLF.15,XLF.16,XLF.17,XLF.18,XLF.19,XLF.20,XLF.21,XLF.22,XLF.23,XLF.24,XLF.25,XLF.26,XLF.27,XLF.28,XLF.29,XLF.30,XLF.31,XLF.32,XLF.33,XLF.34,JPM,WFC,C,BAC,AXP,AIG,GS,USB,PNC,BLK,COF,AMT,BK,MS,TRV,STT,AFL,ALL,CB,BBT,MMC,AON,SCHW,TROW,CME,WY,STI,AMP,FITB,MHP,IVZ,PGR,L,HIG,MCO,JPM_signal,WFC_signal,C_signal,BAC_signal,AXP_signal,AIG_signal,GS_signal,USB_signal,PNC_signal,BLK_signal,COF_signal,AMT_signal,BK_signal,MS_signal,TRV_signal,STT_signal,AFL_signal,ALL_signal,CB_signal,BBT_signal,MMC_signal,AON_signal,SCHW_signal,TROW_signal,CME_signal,WY_signal,STI_signal,AMP_signal,FITB_signal,MHP_signal,IVZ_signal,PGR_signal,L_signal,HIG_signal,MCO_signal
7/6/2007,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,43.03,30.44,475.62,43.43,55.2,1143.56,209.55,28.73,63.05,144.1,72.25,42.54,39.92,66.63,46.67,65.15,45.13,51.64,47.03,32.4,26.24,39.46,19.31,47.4,95.23,25.2,77.54,58.21,34.87,58.15,23.19,19.3,50.02,85.65,57.13,0,0,5,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/9/2007,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,42.88,30.26,474.7,43.13,56.03,1146.01,209.23,28.7,62.55,142.92,72.47,42.32,39.81,66.24,46.99,64.38,44.72,51.54,46.93,32.19,26.29,39.1,19.2,47.32,94.53,25.13,76.69,57.94,34.59,57.76,22.91,19.31,49.98,86.08,56.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/2007,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,31.54,41.75,29.67,469.18,42.73,54.11,1124.79,203.4,28.26,61.74,142.53,69.55,41.46,39.11,64.24,45.5,63.08,43.85,50.92,45.75,31.63,25.82,38.01,18.7,45.11,92.91,24.64,75.97,56.11,33.71,55.2,22.55,18.76,48.82,83.39,55.39,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0
7/11/2007,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,42.3,30.09,472.95,42.86,54.1,1120.06,203.07,28.17,62.05,143.41,68.59,41.67,39.3,64.66,45.57,63.07,44.32,50.94,45.77,31.87,25.79,38.12,19,45.08,96.1,24.59,76.68,56.9,33.92,53.71,22.78,18.92,49.03,83.56,55.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
7/12/2007,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,43.53,30.54,486.11,43.77,56.83,1130.99,206.41,28.51,64.04,143.79,69.58,43.31,40.5,66.26,46.23,64.21,45.25,51.34,46.52,32.77,26.04,38.7,19.67,46.68,97.39,24.89,79.4,58.5,35.21,53.36,23.46,18.35,49.65,85.11,56.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
7/13/2007,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,32.35,43.98,30.62,483.16,43.74,56.38,1134.91,208.18,28.55,63.99,146.88,69.25,43.45,40.75,67.05,45.86,65.3,45.39,51.03,46.4,32.77,26.08,38.46,19.45,47.11,96.84,25.53,79.41,58.57,35.49,54.63,23.69,18.1,49.83,84.85,57.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
7/16/2007,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,43.79,30.54,480.13,43.84,55.53,1138.83,206.51,28.57,64.08,145.33,70.03,43.06,40.5,66.17,45.72,65.65,45.32,50.78,45.83,32.76,26.09,38.5,19.47,47.67,97.14,25.47,78.98,58.05,35.23,55.54,23.65,17.84,49.09,84.14,56.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
7/17/2007,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,32.34,43.87,30.66,482.61,44,58.1,1136.7,205.58,28.29,64.37,142.79,70.21,42.8,41.26,66.67,45.37,67.03,45.49,50.5,45.46,32.75,25.91,38.16,19.47,48.79,96.72,25.86,79.18,58.81,35.36,55.18,23.39,17.81,48.73,84.47,55.75,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
7/18/2007,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,31.92,42.96,30.49,474.7,43.62,58.38,1134.09,201.44,27.95,63.8,151.62,70.2,42.55,40.74,64.84,45.27,66.59,45.05,50.62,45.17,32.33,25.74,37.67,19.09,47.64,95.7,25.93,77.78,58.02,34.9,54.55,23.35,17.9,48.63,83.39,54.63,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5
7/19/2007,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,42.73,30.62,470.38,43.54,58.82,1136.7,198.35,27.82,62.2,152.15,69.4,44.16,39.92,63.95,45.72,66.58,45.28,49.4,45.02,31.94,25.68,37.97,18.77,48.05,94.77,26.27,76.66,58.81,34.41,55.68,23.47,17.8,49.14,83.42,54.56,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
7/20/2007,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,41.8,29.91,466.7,42.69,57.89,1126.59,192.96,27.44,62.13,149.19,71.37,44.03,39.44,61.84,44.28,65.29,44.34,47.95,44.12,31.2,25.21,37.4,18.43,46.91,93.11,25.44,75.15,56.02,33.66,54.43,23.32,17.38,49.12,82.5,53.86,4,0,1,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
7/23/2007,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,41.43,30.03,467.89,42.55,58.03,1123.49,192.12,27.32,61.75,149.91,71.73,43.74,39.59,61.97,44.67,66.07,45.51,48.08,43.82,31.28,25.18,37.87,18.66,47.14,92.72,25.82,74.56,56.71,33.74,54.45,23.13,17.82,49.61,82.96,54.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0
7/24/2007,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,39.84,29.23,453.63,41.66,54.89,1104.88,185.67,26.59,59.85,145.15,69.26,42.47,38.12,59.99,43.04,64.03,44.89,46.64,42.79,30.32,24.62,37.15,18.16,45.44,90.96,24.92,72.11,54.79,32.66,51.38,22.58,17.3,48.36,81.75,51.31,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7/25/2007,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,39.78,29.79,452.71,42.35,55.4,1112.23,190.36,26.8,59.62,146.84,69.04,42.06,38.66,60.27,43.95,64.63,48.6,46.8,45.38,30.89,24.89,37.86,18.16,45.72,90.71,24.76,72.15,54.39,33.26,53.39,22.66,17.69,48.73,83.31,52.61,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7/26/2007,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,38.74,28.99,439.83,41.73,54.08,1087.1,182.83,26.21,57.48,143.88,67.85,40.53,38,59.03,43.87,62.94,46.12,46.04,44.77,30.29,23.95,37.39,17.72,44.78,89.05,23.66,69.92,53.43,32.35,52.24,21.62,17.44,47.54,82.48,50.74,0,0,0,0,0,5,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
7/27/2007,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,38.87,28.92,432.11,41.89,52.54,1066.54,180.84,25.81,57.99,142.18,67.11,39.94,37.61,58.91,43.36,62.22,45.73,44.71,43.89,29.94,22.94,37.23,18.05,43.37,92.2,22.5,69.11,51.2,32,51.57,21.29,16.92,45.74,79.24,50.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
7/30/2007,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,39.33,29.82,434.13,42.15,53.97,1064.09,183.74,26.3,59.42,143.01,67.54,41.36,38.44,59.13,44.37,63.46,45.96,45.45,43.9,30.27,23.29,37.61,18.52,44.21,94.7,22.93,70.87,53.83,33.12,51.94,21.53,16.88,44.92,79.93,50.02,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7/31/2007,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,38.68,29.1,428.43,41.9,52.53,1047.28,176.79,25.77,58.08,138.75,65.03,40.75,37.78,58.45,43.47,62.52,45.08,44.42,43.46,29.79,23,37.16,18.52,46.07,91.54,22.26,69.37,53.42,32.09,51.99,21.96,16.96,45.55,79.22,49.35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/1/2007,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,39,29.71,431,42.09,53.51,1053.65,177.41,26.23,58.8,135.24,64.3,39.46,37.26,58.92,44.23,62.67,45.81,44.74,44.42,30.66,23.5,38.97,17.95,44.72,93.01,22.06,69.64,52.09,32.35,51.88,21.72,17.23,45.68,80.33,50.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,0,0,2,1
8/2/2007,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,39.19,29.66,439.66,42.22,54.66,1041.24,175.96,26.16,58.87,137.4,65.44,40.58,37.68,58.46,44.26,63.72,45.79,44.95,44.12,30.66,23.4,38.96,17.98,44.08,92.12,21.66,70.64,51.98,32.61,51.26,22.17,17.38,45.51,79.64,52.51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
8/3/2007,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,28.27,38.36,28.27,425.51,41.53,51.59,1005.84,168.66,25.18,55.85,131.35,61.89,39.24,36.09,55.48,41.88,61.81,44.44,43.14,42.43,29.46,22.43,38.15,17.16,42.76,92.43,20.99,66.84,48.88,31.4,48.41,21.34,17.03,43.19,76.1,48.85,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
8/6/2007,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,39.64,29.95,449.99,42.55,54.05,1053.48,176.27,26.78,59.52,135.96,64.56,39.31,38.51,58.6,43.25,64.31,47.84,45.36,44.3,31.36,23.08,39.57,17.62,46.38,95.14,21.38,70.87,51.2,33.77,49.07,21.55,17.53,44.4,79.24,49.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0
8/7/2007,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,39.84,30.06,452.22,43.01,54.23,1069.64,179.52,26.88,59.76,137.5,64.89,40.1,39.47,58.87,43.75,65.16,48.26,45.36,43.69,31.69,21.79,39.74,17.39,48.12,95.93,21.55,71.47,52.17,34.39,49.21,21.63,17.42,43.9,79.31,51.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
8/8/2007,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,40.87,30.42,460.6,43.92,56.5,1084.81,181.45,26.68,62.6,141.35,65.82,40.78,39.93,59.84,43.94,67.21,49.23,45.24,42.94,32.9,22.29,39.44,18.06,50.25,100.24,22.06,70.37,53.73,34.89,48.19,22.43,18.52,44.17,78.71,53.53,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8/9/2007,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,38.82,29.7,436.49,42.72,54.43,1049.24,171.07,25.71,61.75,136.08,62.52,40.21,38.57,56.57,41.41,65.81,48.25,42.77,40.83,31.91,22.07,38.48,17.44,46.77,98.37,20.89,66.61,51.03,33.59,46.5,21.94,18.92,41.91,73.67,52.05,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/2007,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,38.89,29.9,437.42,42.93,54.54,1055.28,169.43,25.78,61.53,137.44,63.53,39.8,37.58,54.94,43.34,63.45,46.62,43.54,42.06,31.29,22.29,38.81,17.07,44.64,98.46,20.93,69.27,52.13,34.12,46.46,21.41,18.85,42.57,75.77,50.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0
8/13/2007,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,38.52,29.47,433.14,42.86,53.35,1057.07,166.62,25.64,59.96,132.9,62.95,39.49,37.26,54.58,43.4,63.87,46.44,43.71,42.36,30.39,21.79,40.23,16.89,44.37,96.27,21.64,68.88,51.14,32.72,46.1,21.46,18.15,43.91,76.21,48.07,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/14/2007,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,38.05,29.26,424.95,42.29,51.42,1035.04,159.34,25.43,58.88,127.79,60.68,38.63,35.74,52.7,42.89,60.85,45.49,43.77,41.78,29.56,21.77,39.05,16.47,43.32,93.16,20.63,67.81,49.05,32.55,44.61,20.6,17.93,42.47,74.71,45.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2007,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,37.79,29.18,424.49,42.62,50.92,1031.62,154.79,25.54,59.17,126.39,57.95,37.21,35.33,51.83,42.91,58.31,44.93,44.03,42.03,29.74,21.58,38.22,16.6,42.73,89.45,19.94,68.76,48.77,32.52,43.6,19.86,17.81,43.07,73.79,45.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/16/2007,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,39.96,30.77,442.54,44.05,52.2,1043.53,159.43,27.05,62.45,133.34,59.63,36.38,37.06,53.97,45.11,57.89,44.76,45.86,43.43,31.44,21.9,38.73,17.44,43.97,87.73,19.85,71.76,49.26,31.66,41.98,19.76,18.07,42.85,75.46,45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/17/2007,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,41.31,32.37,454.27,45.74,52.85,1076.33,164.27,28.23,63.21,140.27,63.21,38.76,38.57,56.95,45.31,59.69,46.13,47.15,44.27,32.52,22.08,40.25,18.09,45.91,90.11,20.49,71.32,51.93,33.09,42.23,19.98,18.12,44.63,77.74,45.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/20/2007,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,40.85,32.25,450.36,45.37,52.66,1072.9,162.17,28.06,63.07,137.53,61.34,37.99,37.8,57.34,44.77,58.37,45.96,46.25,43.7,31.76,22.13,40.17,17.83,45.86,89.07,20.56,70.8,51.72,32.11,41.01,20.23,17.92,43.99,76.1,42.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/21/2007,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,30.23,40.6,32.49,447.29,45.33,53.07,1073.88,164.72,28.12,63.36,137.89,62.95,37.15,37.59,57.55,44.33,56.83,45.33,46.05,43.93,32.14,22.08,40.21,17.72,46.42,91.79,20.8,71.78,52.23,32.36,41.41,20.33,18.14,43.9,75.66,42.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
8/22/2007,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,40.42,31.9,450.73,45.64,53.96,1088.24,166.98,28.37,63.62,139.53,61.55,38.51,37.3,58.65,45.03,58.82,46.26,47.17,44.62,32.34,22.51,40.6,18.31,46.77,90.56,21.12,72.85,54.69,32.32,43.11,21.18,18.45,45.53,78.55,42.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/23/2007,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,40.13,31.69,449.99,45.8,53.87,1094.6,166.62,28.23,63,139.07,61.46,38,37.16,58.85,44.2,59.39,46.44,46.8,44.15,31.98,22.04,39.97,18.07,45.48,91.96,21.04,72.07,54.15,32.2,43.27,21.3,18.31,45.42,78.07,42.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
8/24/2007,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,40.38,31.79,451.38,45.83,54.64,1103.09,168.71,28.44,63.2,138.02,60.98,38.77,37.4,59.06,44.95,59.97,47.13,47.52,44.75,32.54,22.13,40.37,18.36,46.46,92.84,21.13,72.59,55.03,32.2,43.27,21.29,18.51,46.36,79.09,42.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/27/2007,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,39.47,31.41,444.78,44.95,53.81,1094.11,167.04,28.27,61.81,136.85,60.59,38.59,37.22,58.32,43.79,59.58,46.43,47.04,44.32,32.05,22.35,40.32,18.37,45.64,92.55,21.1,71.84,54.47,31.67,44.25,21.81,18.38,45.76,79.08,42.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
